timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
3888000,0.0,0.0,0.0,0.003318569,0.014468375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.006652832,0.0,0.0,nan,0.0,0.0,-0.010485172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4088000,0.0,0.0,0.0,0.0027239544,0.014911704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.009887695,0.0,0.0,nan,0.0,0.0,0.0005322695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4288000,0.0,0.0,0.0,0.0024010763,0.015364783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.12310791,0.0,0.0,nan,0.0,0.0,-0.0019868612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4488000,0.0,0.0,0.0,0.0021069413,0.0154887745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.059783936,0.0,0.0,nan,0.0,0.0,0.024135351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4688000,0.0,0.0,0.0,0.0017933547,0.014648739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.08319092,0.0,0.0,nan,0.0,0.0,0.015535116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4888000,0.0,0.0,0.0,0.0014769525,0.013618268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.05206299,0.0,0.0,nan,0.0,0.0,-0.0018211603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5088000,0.0,0.0,0.0,0.0007518869,0.012596201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.10168457,0.0,0.0,nan,0.0,0.0,0.010334969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5288000,0.0,0.0,0.0,-0.00036387896,0.011682995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.09234619,0.0,0.0,nan,0.0,0.0,0.011249661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5488000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.1104126,0.0,0.0,nan,0.0,0.0,0.006906271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5696000,-0.015095476,-0.0024344802,-0.023153065,0.0013427772,0.0061516785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.040985107,0.0,0.0,nan,0.0,0.0,0.0064120293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5888000,0.004207614,0.0073638945,-0.009493854,0.0024271496,0.004679824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.07284546,0.0,0.0,nan,0.0,0.0,-3.4570694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6088000,0.022210147,0.014653099,-0.0064478256,0.01330125,0.0051397677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0061035156,0.0,0.0,nan,0.0,0.0,-0.0033563375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
